mes;cnae_classe;saldo
2;Comércio atacadista de produtos alimentícios em geral;   303
2;Comércio atacadista de produtos do fumo;     9
2;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;   248
2;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;   -13
2;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;    -4
2;Comércio atacadista de resíduos e sucatas;    97
2;Comércio atacadista de soja;   207
2;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;    54
2;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;   179
2;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;   136
2;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;   103
2;Comércio de peças e acessórios para veículos automotores;   547
2;Comércio por atacado e a varejo de motocicletas, peças e acessórios;   153
2;Comércio varejista de artigos de óptica;   158
2;Comércio varejista de artigos de uso doméstico não especificados anteriormente;    97
2;Comércio varejista de artigos do vestuário e acessórios; -1678
2;Comércio varejista de artigos médicos e ortopédicos;    18
2;Comércio varejista de artigos recreativos e esportivos;  -204
2;Comércio varejista de artigos usados;    27
2;Comércio varejista de bebidas;    90
2;Comércio varejista de calçados e artigos de viagem;  -628
2;Comércio varejista de carnes e pescados - açougues e peixarias;  -121
2;Comércio varejista de combustíveis para veículos automotores;   749
2;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;  -104
2;Comércio varejista de discos, CDs, DVDs e fitas;     6
2;Comércio varejista de ferragens, madeira e materiais de construção;   854
2;Comércio varejista de gás liqüefeito de petróleo (GLP);   -36
2;Comércio varejista de hortifrutigranjeiros;   177
2;Comércio varejista de jóias e relógios;    89
2;Comércio varejista de livros, jornais, revistas e papelaria;   -41
2;Comércio varejista de lubrificantes;    13
2;Comércio varejista de material elétrico;   107
2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - hipermercados e supermercados;  -616
2;Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns;   354
2;Comércio varejista de mercadorias em geral, sem predominância de produtos alimentícios;  -305
2;Comércio varejista de outros produtos novos não especificados anteriormente;   460
2;"Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente; produtos do fumo";   501
2;Comércio varejista de produtos de padaria, laticínio, doces, balas e semelhantes;   511
2;Comércio varejista de produtos farmacêuticos para uso humano e veterinário;   136
2;Comércio varejista de tintas e materiais para pintura;    52
2;Comércio varejista de vidros;    82
2;Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo;  -275
2;Comércio varejista especializado de equipamentos de telefonia e comunicação;   362
2;Comércio varejista especializado de equipamentos e suprimentos de informática;   189
2;Comércio varejista especializado de instrumentos musicais e acessórios;    13
2;Comércio varejista especializado de móveis, colchoaria e artigos de iluminação;   257
2;Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação;    59
2;Comércio varejista especializado de tecidos e artigos de cama, mesa e banho;   -43
2;Concessionárias de rodovias, pontes, túneis e serviços relacionados;    33
2;Condomínios prediais;  -307
2;Confecção de peças do vestuário, exceto roupas íntimas;   260
2;Confecção de roupas íntimas;   127
2;Confecção de roupas profissionais;    32
2;Construção de edifícios;  2216
2;Construção de embarcações e estruturas flutuantes;    -9
2;Construção de embarcações para esporte e lazer;     6
2;Construção de obras-de-arte especiais;   240
2;Construção de redes de abastecimento de água, coleta de esgoto e construções correlatas;    51
2;Construção de redes de transportes por dutos, exceto para água e esgoto;   -15
2;Construção de rodovias e ferrovias;    97
2;Consultoria em tecnologia da informação;    70
2;Corretores e agentes de seguros, de planos de previdência complementar e de saúde;   132
2;Crédito cooperativo;    65
2;Crédito imobiliário;    -1
2;Criação artística;   -84
2;Criação de animais não especificados anteriormente;    67
2;Criação de aves;   444
2;Criação de bovinos;  2073
2;Criação de caprinos e ovinos;    -7
2;Criação de outros animais de grande porte;    33
2;Criação de suínos;   213
2;Cultivo de algodão herbáceo e de outras fibras de lavoura temporária;    66
2;Cultivo de cacau;     1
2;Cultivo de café;   373
2;Cultivo de cana-de-açúcar;  2700
2;Cultivo de cereais;   720
2;Cultivo de flores e plantas ornamentais;   104
2;Cultivo de frutas de lavoura permanente, exceto laranja e uva;  2602
2;Cultivo de fumo;     0
2;Cultivo de laranja; -5295
2;Cultivo de oleaginosas de lavoura temporária, exceto soja;   -10
2;Cultivo de plantas de lavoura permanente não especificadas anteriormente;   203
2;Cultivo de plantas de lavoura temporária não especificadas anteriormente;  1408
2;Cultivo de soja;  1565
2;Cultivo de uva;   219
2;Curtimento e outras preparações de couro;   114
2;Demolição e preparação de canteiros de obras;    28
2;Descontaminação e outros serviços de gestão de resíduos;    -4
2;Desdobramento de madeira;    44
2;Desenvolvimento de programas de computador sob encomenda;  -150
2;Desenvolvimento e licenciamento de programas de computador customizáveis;   109
2;Desenvolvimento e licenciamento de programas de computador não-customizáveis;    14
2;Design e decoração de interiores;    -3
2;Distribuição cinematográfica, de vídeo e de programas de televisão;    -4
2;Distribuição de energia elétrica;    -9
2;Edição de cadastros, listas e outros produtos gráficos;     6
2;Edição de jornais;     0
2;Edição de livros;    78
2;Edição de revistas;   -13
2;Edição integrada à impressão de cadastros, listas e outros produtos gráficos;    -8
2;Edição integrada à impressão de jornais;   -16
2;Edição integrada à impressão de livros;    12
2;Edição integrada à impressão de revistas;   -18
2;Educação infantil - creche;  4412
2;Educação infantil - pré-escola;  2555
2;Educação profissional de nível técnico;   452
2;Educação profissional de nível tecnológico;    11
2;Educação superior - graduação;  1422
2;Educação superior - graduação e pós-graduação;   892
2;Educação superior - pós-graduação e extensão;   399
2;Ensino de arte e cultura;    37
2;Ensino de esportes;    51
2;Ensino de idiomas;   807
2;Ensino fundamental;  3815
2;Ensino médio;  1277
2;Envasamento e empacotamento sob contrato;   164
2;Estacionamento de veículos;  -105
2;Extração de carvão mineral;     1
2;Extração de gemas (pedras preciosas e semipreciosas);    -3
2;Extração de minerais metálicos não-ferrosos não especificados anteriormente;    -1
2;Extração de minerais não-metálicos não especificados anteriormente;    26
2;Extração de minerais para fabricação de adubos, fertilizantes e outros produtos químicos;     0
2;Extração de minério de alumínio;    -1
2;Extração de minério de estanho;     2
2;Extração de minério de ferro;    -8
2;Extração de minério de manganês;     1
2;Extração de minério de metais preciosos;    11
2;Extração de pedra, areia e argila;    93
2;Extração de petróleo e gás natural;     0
2;Extração e refino de sal marinho e sal-gema;    -1
2;Fabricação de acessórios do vestuário, exceto para segurança e proteção;    24
2;Fabricação de açúcar em bruto;  2642
2;Fabricação de açúcar refinado;   -10
2;Fabricação de adesivos e selantes;     5
2;Fabricação de aditivos de uso industrial;    46
2;Fabricação de adubos e fertilizantes;    43
2;Fabricação de aeronaves;    45
2;Fabricação de aguardentes e outras bebidas destiladas;     5
2;Fabricação de águas envasadas;   -29
2;Fabricação de álcool;   753
2;Fabricação de alimentos e pratos prontos;    34
2;Fabricação de alimentos para animais;  -136
2;Fabricação de amidos e féculas de vegetais e de óleos de milho;   -16
2;Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo;    -5
2;Fabricação de aparelhos e equipamentos de ar condicionado;    21
2;Fabricação de aparelhos e equipamentos de medida, teste e controle;    34
2;Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica;  -212
2;Fabricação de aparelhos e equipamentos para instalações térmicas;    21
2;Fabricação de aparelhos eletrodomésticos não especificados anteriormente;   -17
2;Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação;    59
2;Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação;    38
2;Fabricação de artefatos de borracha não especificados anteriormente;    23
2;Fabricação de artefatos de concreto, cimento, fibrocimento, gesso e materiais semelhantes;    96
2;Fabricação de artefatos de cordoaria;    24
2;Fabricação de artefatos de couro não especificados anteriormente;    64
2;Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto móveis;   -42
2;Fabricação de artefatos de material plástico não especificados anteriormente;   260
2;Fabricação de artefatos de tanoaria e de embalagens de madeira;   -11
2;Fabricação de artefatos de tapeçaria;    64
2;Fabricação de artefatos para pesca e esporte;    29
2;Fabricação de artefatos têxteis para uso doméstico;   140
2;Fabricação de artigos de cutelaria;    -4
2;Fabricação de artigos de metal para uso doméstico e pessoal;    33
2;Fabricação de artigos de serralheria, exceto esquadrias;    50
2;Fabricação de artigos de vidro;    10
2;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;    10
2;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;    29
2;Fabricação de automóveis, camionetas e utilitários;    18
2;Fabricação de baterias e acumuladores para veículos automotores;     9
2;Fabricação de bicicletas e triciclos não-motorizados;     4
2;Fabricação de bijuterias e artefatos semelhantes;   107
2;Fabricação de biocombustíveis, exceto álcool;     0
2;Fabricação de biscoitos e bolachas;   -54
2;Fabricação de brinquedos e jogos recreativos;   -41
2;Fabricação de cabines, carrocerias e reboques para veículos automotores;   127
2;Fabricação de cal e gesso;     2
2;Fabricação de calçados de couro;  1020
2;Fabricação de calçados de materiais não especificados anteriormente;   251
2;Fabricação de calçados de material sintético;   253
2;Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos;   -30
2;Fabricação de caminhões e ônibus;    21
2;Fabricação de cartolina e papel-cartão;     8
2;Fabricação de celulose e outras pastas para a fabricação de papel;   142
2;Fabricação de chapas e de embalagens de papelão ondulado;    49
2;Fabricação de cimento;     6
2;Fabricação de cloro e álcalis;     0
2;Fabricação de colchões;    56
2;Fabricação de componentes eletrônicos;   -61
2;Fabricação de compressores;   -57
2;Fabricação de conservas de frutas;    34
2;Fabricação de conservas de legumes e outros vegetais;    20
2;Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal;    89
2;Fabricação de cronômetros e relógios;     7
2;Fabricação de defensivos agrícolas;   -14
2;Fabricação de desinfestantes domissanitários;    11
2;Fabricação de elastômeros;    20
2;Fabricação de embalagens de cartolina e papel-cartão;     9
2;Fabricação de embalagens de material plástico;   344
2;Fabricação de embalagens de papel;    17
2;Fabricação de embalagens de vidro;    15
2;Fabricação de embalagens metálicas;    31
2;Fabricação de equipamento bélico pesado, armas de fogo e munições;     2
2;Fabricação de equipamentos de informática;  -106
2;Fabricação de equipamentos de transmissão para fins industriais;   -44
2;Fabricação de equipamentos de transporte não especificados anteriormente;   -14
2;Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional;    75
2;Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente;   144
2;Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos;    -1
2;Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas;    55
2;Fabricação de equipamentos para irrigação agrícola;    16
2;Fabricação de equipamentos transmissores de comunicação;    32
2;Fabricação de escovas, pincéis e vassouras;     4
2;Fabricação de especiarias, molhos, temperos e condimentos;    -5
2;Fabricação de esquadrias de metal;   160
2;"Fabricação de estruturas de madeira e de artigos de carpintaria para 
construção";    20
2;Fabricação de estruturas metálicas;    85
2;Fabricação de explosivos;    -6
2;Fabricação de farinha de mandioca e derivados;     0
2;Fabricação de farinha de milho e derivados, exceto óleos de milho;    26
2;Fabricação de ferramentas;    54
2;Fabricação de fibras artificiais e sintéticas;     3
2;Fabricação de fios, cabos e condutores elétricos isolados;    79
2;Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico;   157
2;Fabricação de gases industriais;    10
2;Fabricação de geradores, transformadores e motores elétricos;    65
2;Fabricação de impermeabilizantes, solventes e produtos afins;    11
2;Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos;    72
2;Fabricação de instrumentos musicais;    23
2;Fabricação de intermediários para fertilizantes;    -7
2;Fabricação de intermediários para plastificantes, resinas e fibras;    -1
2;Fabricação de laminados planos e tubulares de material plástico;   102
2;Fabricação de lâmpadas e outros equipamentos de iluminação;    47
2;Fabricação de laticínios;    13
2;Fabricação de linhas para costurar e bordar;    26
2;Fabricação de locomotivas, vagões e outros materiais rodantes;   -14
2;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;     2
2;Fabricação de malte, cervejas e chopes;    85
2;Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial;    14
2;Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente;   146
2;Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação;   118
2;Fabricação de máquinas e equipamentos para a indústria do plástico;    11
2;Fabricação de máquinas e equipamentos para a indústria têxtil;     6
2;Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo;    58
2;Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo;    37
2;Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos;    -2
2;Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados;    -3
2;Fabricação de máquinas e equipamentos para saneamento básico e ambiental;    10
2;Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores;   -22
2;Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente;    71
2;Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta;    -3
2;Fabricação de máquinas-ferramenta;    27
2;Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas;   -11
2;Fabricação de margarina e outras gorduras vegetais e de óleos não-comestíveis de animais;    -1
2;Fabricação de massas alimentícias;   -35
2;Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias;    64
2;Fabricação de material elétrico para instalações em circuito de consumo;    62
2;Fabricação de medicamentos para uso humano;   208
2;Fabricação de medicamentos para uso veterinário;    -8
2;Fabricação de meias;   127
2;Fabricação de motocicletas;     0
2;Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários;    24
2;Fabricação de móveis com predominância de madeira;   410
2;Fabricação de móveis com predominância de metal;   251
2;Fabricação de móveis de outros materiais, exceto madeira e metal;    -2
2;Fabricação de obras de caldeiraria pesada;  -108
2;Fabricação de óleos vegetais em bruto, exceto óleo de milho;   192
2;Fabricação de óleos vegetais refinados, exceto óleo de milho;    -1
2;Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo;   -19
2;Fabricação de outros produtos têxteis não especificados anteriormente;   129
2;Fabricação de papel;     9
2;Fabricação de partes para calçados, de qualquer material;   147
2;Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores;     1
2;Fabricação de peças e acessórios para o sistema de freios de veículos automotores;    28
2;Fabricação de peças e acessórios para o sistema motor de veículos automotores;   -36
2;Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores;   -34
2;Fabricação de peças e acessórios para veículos automotores não especificados anteriormente;   403
2;Fabricação de peças e acessórios para veículos ferroviários;     0
2;Fabricação de periféricos para equipamentos de informática;  -189
2;Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores;    14
2;Fabricação de pneumáticos e de câmaras-de-ar;    70
2;Fabricação de preparações farmacêuticas;    -1
2;Fabricação de produtos à base de café;     0
2;Fabricação de produtos alimentícios não especificados anteriormente;    29
2;Fabricação de produtos cerâmicos não-refratários não especificados anteriormente;   133
2;Fabricação de produtos cerâmicos não-refratários para uso estrutural na construção;    22
2;Fabricação de produtos cerâmicos refratários;     5
2;Fabricação de produtos de carne;  -344
2;Fabricação de produtos de limpeza e polimento;    95
2;Fabricação de produtos de metal não especificados anteriormente;   292
2;Fabricação de produtos de minerais não-metálicos não especificados anteriormente;   107
2;Fabricação de produtos de panificação;   288
2;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário;    25
2;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;   -82
2;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;    40
2;Fabricação de produtos de trefilados de metal;    98
2;Fabricação de produtos derivados do cacau, de chocolates e confeitos;    25
2;Fabricação de produtos derivados do petróleo, exceto produtos do refino;    25
2;Fabricação de produtos diversos não especificados anteriormente;    36
2;Fabricação de produtos do fumo;    14
2;Fabricação de produtos do refino de petróleo;     6
2;Fabricação de produtos farmoquímicos;    11
2;Fabricação de produtos petroquímicos básicos;     5
2;Fabricação de produtos químicos inorgânicos não especificados anteriormente;    -9
2;Fabricação de produtos químicos não especificados anteriormente;     4
2;Fabricação de produtos químicos orgânicos não especificados anteriormente;   -59
2;Fabricação de refrigerantes e de outras bebidas não-alcoólicas;   -11
2;Fabricação de resinas termofixas;     9
2;Fabricação de resinas termoplásticas;    18
2;Fabricação de sabões e detergentes sintéticos;   474
2;Fabricação de sorvetes e outros gelados comestíveis;   -38
2;Fabricação de sucos de frutas, hortaliças e legumes;  -506
2;Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central;     8
2;Fabricação de tecidos de malha;    31
2;Fabricação de tecidos especiais, inclusive artefatos;    11
2;Fabricação de tênis de qualquer material;    50
2;Fabricação de tintas de impressão;    32
2;Fabricação de tintas, vernizes, esmaltes e lacas;    67
2;Fabricação de tratores agrícolas;    -1
2;Fabricação de tratores, exceto agrícolas;    -6
2;Fabricação de tubos e acessórios de material plástico para uso na construção;    -5
2;Fabricação de turbinas, motores e outros componentes e peças para aeronaves;    -2
2;Fabricação de válvulas, registros e dispositivos semelhantes;    37
2;Fabricação de veículos militares de combate;     9
2;Fabricação de vidro plano e de segurança;    85
2;Fabricação de vinho;    -3
2;Fiação de fibras artificiais e sintéticas;     2
2;Fornecimento e gestão de recursos humanos para terceiros;  -703
2;Fotocópias, preparação de documentos e outros serviços especializados de apoio administrativo;   205
2;Fundição de ferro e aço;   -53
2;Fundição de metais não-ferrosos e suas ligas;    59
2;Geração de energia elétrica;     9
2;Gestão de ativos intangíveis não-financeiros;   102
2;Gestão de espaços para artes cênicas, espetáculos e outras atividades artísticas;     0
2;Gestão de instalações de esportes;     2
2;Gestão de portos e terminais;    16
2;Gestão de redes de esgoto;    13
2;Gestão e administração da propriedade imobiliária;   139
2;Holdings de instituições financeiras;     2
2;Holdings de instituições não-financeiras;   194
2;Horticultura;   272
2;Hotéis e similares;   240
2;Impressão de jornais, livros, revistas e outras publicações periódicas;     2
2;Impressão de materiais para outros usos;    67
2;Impressão de material de segurança;   -13
2;Imunização e controle de pragas urbanas;   287
2;Incorporação de empreendimentos imobiliários;   100
2;Instalação de equipamentos não especificados anteriormente;    51
2;Instalação de máquinas e equipamentos industriais;   101
2;Instalações elétricas;   707
2;Instalações hidráulicas, de sistemas de ventilação e refrigeração;   171
2;Intermediação na compra, venda e aluguel de imóveis;   188
2;Justiça;    -6
2;Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria;    21
2;Lavanderias, tinturarias e toalheiros;    15
2;Limpeza em prédios e em domicílios;   848
2;Locação de automóveis sem condutor;   257
2;Locação de mão-de-obra temporária; -3913
2;Locação de meios de transporte, exceto automóveis, sem condutor;    35
2;Manutenção e reparação de aeronaves;    -8
2;Manutenção e reparação de embarcações;   -83
2;Manutenção e reparação de equipamentos e produtos não especificados anteriormente;    12
2;Manutenção e reparação de equipamentos eletrônicos e ópticos;   112
2;Manutenção e reparação de máquinas e equipamentos da indústria mecânica;   394
2;Manutenção e reparação de máquinas e equipamentos elétricos;    20
2;Manutenção e reparação de motocicletas;     5
2;Manutenção e reparação de tanques, reservatórios metálicos e caldeiras, exceto para veículos;   -22
2;Manutenção e reparação de veículos automotores;   524
2;Manutenção e reparação de veículos ferroviários;     4
2;Metalurgia do alumínio e suas ligas;    52
2;Metalurgia do cobre;    13
2;Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente;     1
2;Metalurgia dos metais preciosos;    -1
2;Moagem de trigo e fabricação de derivados;    21
2;Moagem e fabricação de produtos de origem vegetal não especificados anteriormente;    68
2;Montagem de instalações industriais e de estruturas metálicas;   626
2;Navegação de apoio;    -9
2;Obras de acabamento;   837
2;Obras de engenharia civil não especificadas anteriormente;   265
2;Obras de fundações;   108
2;Obras de instalações em construções não especificadas anteriormente;   177
2;Obras de terraplenagem;   227
2;Obras de urbanização - ruas, praças e calçadas;   180
2;Obras para geração e distribuição de energia elétrica e para telecomunicações;   446
2;Obras portuárias, marítimas e fluviais;    51
2;Operadoras de televisão por assinatura por cabo;    10
2;Operadores turísticos;    12
2;Organismos internacionais e outras instituições extraterritoriais;    -3
2;Outras atividades de prestação de serviços de informação não especificadas anteriormente;    70
2;Outras atividades de serviços financeiros não especificadas anteriormente;     3
2;Outras atividades de telecomunicações;   135
2;Outras sociedades de participação, exceto holdings;    18
2;Outros tipos de alojamento não especificados anteriormente;     9
2;Parques de diversão e parques temáticos;   -11
2;Perfurações e sondagens;    43
2;Pesca em água doce;     2
2;Pesca em água salgada;    63
2;Pesquisa e desenvolvimento experimental em ciências físicas e naturais;    19
2;Pesquisa e desenvolvimento experimental em ciências sociais e humanas;    19
2;Pesquisas de mercado e de opinião pública;   -19
2;Planos de saúde;  -131
2;Portais, provedores de conteúdo e outros serviços de informação na internet;    80
2;Preparação do leite;    21
2;Preparação e fiação de fibras de algodão;     7
2;Preparação e fiação de fibras têxteis naturais, exceto algodão;    28
2;Preservação do pescado e fabricação de produtos do pescado;    75
2;Previdência complementar aberta;     3
2;Previdência complementar fechada;    -8
2;"Produção de artefatos estampados de metal; metalurgia do pó";   107
2;Produção de ferro-gusa;     2
2;Produção de ferroligas;    26
2;Produção de forjados de aço e de metais não-ferrosos e suas ligas;    -1
2;"Produção de gás; processamento de gás natural; distribuição de combustíveis gasosos por redes urbanas";     1
2;Produção de laminados longos de aço;    14
2;Produção de laminados planos de aço;    62
2;Produção de mudas e outras formas de propagação vegetal, certificadas;    89
2;Produção de outros tubos de ferro e aço;     1
2;Produção de relaminados, trefilados e perfilados de aço;    34
2;Produção de sementes certificadas;  -181
2;Produção de semi-acabados de aço;     0
2;Produção de tubos de aço com costura;    -8
2;Produção e distribuição de vapor, água quente e ar condicionado;     9
2;Produção florestal - florestas nativas;    -8
2;Produção florestal - florestas plantadas;   -13
2;Programadoras e atividades relacionadas à televisão por assinatura;     6
2;Recondicionamento e recuperação de motores para veículos automotores;    22
2;Recuperação de materiais metálicos;    14
2;Recuperação de materiais não especificados anteriormente;    71
2;Recuperação de materiais plásticos;    30
2;Reforma de pneumáticos usados;    11
2;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;   -10
2;Regulação das atividades econômicas;     7
2;Reparação e manutenção de computadores e de equipamentos periféricos;    16
2;Reparação e manutenção de equipamentos de comunicação;    31
2;Reparação e manutenção de equipamentos eletroeletrônicos de uso pessoal e doméstico;    22
2;Reparação e manutenção de objetos e equipamentos pessoais e domésticos não especificados anteriormente;    49
2;Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos;    -9
2;Representantes comerciais e agentes do comércio de eletrodomésticos, móveis e artigos de uso doméstico;     9
2;Representantes comerciais e agentes do comércio de madeira, material de construção e ferragens;    11
2;Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves;     7
2;Representantes comerciais e agentes do comércio de matérias-primas agrícolas e animais vivos;    12
2;Representantes comerciais e agentes do comércio de mercadorias em geral não especializado;    88
2;Representantes comerciais e agentes do comércio de motocicletas, peças e acessórios;     0
2;Representantes comerciais e agentes do comércio de produtos alimentícios, bebidas e fumo;    18
2;Representantes comerciais e agentes do comércio de têxteis, vestuário, calçados e artigos de viagem;     2
2;Representantes comerciais e agentes do comércio de veículos automotores;    -5
2;Representantes comerciais e agentes do comércio especializado em produtos não especificados anteriormente;    -6
2;Reprodução de materiais gravados em qualquer suporte;     3
2;Resseguros;    -5
2;Restaurantes e outros estabelecimentos de serviços de alimentação e bebidas;  2535
2;Securitização de créditos;     2
2;Seguros de vida;   -12
2;Seguros não-vida;    35
2;Seguros-saúde;    -3
2;Seleção e agenciamento de mão-de-obra;    71
2;Serviços ambulantes de alimentação;    -5
2;Serviços combinados de escritório e apoio administrativo;   502
2;Serviços combinados para apoio a edifícios, exceto condomínios prediais;  1117
2;Serviços de acabamentos gráficos;     1
2;Serviços de arquitetura;    36
2;Serviços de assistência social sem alojamento;   362
2;Serviços de catering, bufê e outros serviços de comida preparada;  2655
2;Serviços de engenharia;   497
2;Serviços de pré-impressão;    -1
2;Serviços de preparação do terreno não especificados anteriormente;    19
2;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;    21
2;Serviços de reservas e outros serviços de turismo não especificados anteriormente;     3
2;Serviços de usinagem, solda, tratamento e revestimento em metais;   121
2;Serviços domésticos;     3
2;Serviços especializados para construção não especificados anteriormente;   602
2;Serviços móveis de atendimento a urgências;    13
2;Sociedades de capitalização;     3
2;Sociedades de crédito ao microempreendedor;    -2
2;Sociedades de crédito, financiamento e investimento - financeiras;   -22
2;Sociedades de fomento mercantil - factoring;   -13
2;Suporte técnico, manutenção e outros serviços em tecnologia da informação;   132
2;Tecelagem de fios de algodão;    95
2;Tecelagem de fios de fibras artificiais e sintéticas;   124
2;Tecelagem de fios de fibras têxteis naturais, exceto algodão;     5
2;Telecomunicações por fio;   165
2;Telecomunicações por satélite;    -6
2;Telecomunicações sem fio;    -4
2;Terminais rodoviários e ferroviários;     0
2;Testes e análises técnicas;    84
2;Torrefação e moagem de café;    22
2;Transmissão de energia elétrica;     2
2;Transporte aéreo de carga;     2
2;Transporte aéreo de passageiros não-regular;    28
2;Transporte aéreo de passageiros regular;   123
2;Transporte dutoviário;     1
2;Transporte escolar;  1012
2;Transporte ferroviário de carga;     0
2;Transporte marítimo de cabotagem;     6
2;Transporte metroferroviário de passageiros;    88
2;Transporte por navegação de travessia;    -3
2;Transporte por navegação interior de carga;     4
2;Transporte por navegação interior de passageiros em linhas regulares;     1
2;Transporte rodoviário coletivo de passageiros, com itinerário fixo, intermunicipal, interestadual e internacional;    30
2;Transporte rodoviário coletivo de passageiros, com itinerário fixo, municipal e em região metropolitana;   720
2;Transporte rodoviário coletivo de passageiros, sob regime de fretamento, e outros transportes rodoviários não especificados anteriormente;   936
2;Transporte rodoviário de carga;   421
2;Transporte rodoviário de táxi;   240
2;Transportes aquaviários não especificados anteriormente;     3
2;Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet;    59
2;Tratamento e disposição de resíduos não-perigosos;    11
2;Tratamento e disposição de resíduos perigosos;     2
2;Trens turísticos, teleféricos e similares;     3
3;Abate de reses, exceto suínos;   -60
3;Abate de suínos, aves e outros pequenos animais;   359
3;Acabamentos em fios, tecidos e artefatos têxteis;  -102
3;Administração de bolsas e mercados de balcão organizados;    10
3;Administração de cartões de crédito;    91
3;Administração de consórcios para aquisição de bens e direitos;  -121
3;Administração pública em geral;  1649
3;Agenciamento de espaços para publicidade, exceto em veículos de comunicação;   -58
3;Agências de fomento;    -1
3;Agências de notícias;   -10
3;Agências de publicidade;   -26
3;Agências de viagens; -1302
3;Aluguel de equipamentos recreativos e esportivos;   -23
3;Aluguel de fitas de vídeo, DVDs e similares;   -33
3;Aluguel de máquinas e equipamentos agrícolas sem operador;   279
3;Aluguel de máquinas e equipamentos não especificados anteriormente;  -274
3;Aluguel de máquinas e equipamentos para construção sem operador;    10
3;Aluguel de máquinas e equipamentos para escritório;    -7
3;Aluguel de objetos do vestuário, jóias e acessórios;   -81
3;Aluguel de objetos pessoais e domésticos não especificados anteriormente;   -66
3;Aparelhamento e outros trabalhos em pedras;   -74
3;Aqüicultura em água doce;    40
3;Aqüicultura em água salgada e salobra;     0
3;Armazenamento;   429
3;Arrendamento mercantil;     6
3;Artes cênicas, espetáculos e atividades complementares;   -93
3;Atividades associativas não especificadas anteriormente;  -429
