mes;cnae_classe;regiao_administrativa;saldo
1;Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios;Sorocaba;   -14
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Araçatuba;    -3
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Bauru;    -3
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Campinas;   -44
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Franca;    -1
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Itapeva;    -2
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Marília;     2
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Presidente Prudente;     1
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Região Administrativa Central;     4
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Ribeirão Preto;     0
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Santos;   -33
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;São José do Rio Preto;    -4
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;São José dos Campos;   -38
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;São Paulo;    78
1;Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários;Sorocaba;   -12
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Araçatuba;     2
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Bauru;    -2
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Campinas;   -24
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Franca;    15
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Itapeva;    14
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Marília;    -1
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Presidente Prudente;    -1
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Região Administrativa Central;     3
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Registro;    -1
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Ribeirão Preto;     0
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Santos;     2
1;Comércio atacadista de papel e papelão em bruto e de embalagens;São José do Rio Preto;     1
1;Comércio atacadista de papel e papelão em bruto e de embalagens;São José dos Campos;    11
1;Comércio atacadista de papel e papelão em bruto e de embalagens;São Paulo;    47
1;Comércio atacadista de papel e papelão em bruto e de embalagens;Sorocaba;     6
1;Comércio atacadista de produtos alimentícios em geral;Araçatuba;    -3
1;Comércio atacadista de produtos alimentícios em geral;Barretos;     0
1;Comércio atacadista de produtos alimentícios em geral;Bauru;    11
1;Comércio atacadista de produtos alimentícios em geral;Campinas;    55
1;Comércio atacadista de produtos alimentícios em geral;Franca;    -1
1;Comércio atacadista de produtos alimentícios em geral;Itapeva;     9
1;Comércio atacadista de produtos alimentícios em geral;Marília;     0
1;Comércio atacadista de produtos alimentícios em geral;Presidente Prudente;     0
1;Comércio atacadista de produtos alimentícios em geral;Região Administrativa Central;    -2
1;Comércio atacadista de produtos alimentícios em geral;Registro;     2
1;Comércio atacadista de produtos alimentícios em geral;Ribeirão Preto;     1
1;Comércio atacadista de produtos alimentícios em geral;Santos;    -5
1;Comércio atacadista de produtos alimentícios em geral;São José do Rio Preto;   -11
1;Comércio atacadista de produtos alimentícios em geral;São José dos Campos;     6
1;Comércio atacadista de produtos alimentícios em geral;São Paulo;  -138
1;Comércio atacadista de produtos alimentícios em geral;Sorocaba;    -2
1;Comércio atacadista de produtos do fumo;Barretos;     3
1;Comércio atacadista de produtos do fumo;Bauru;     3
1;Comércio atacadista de produtos do fumo;Campinas;    -8
1;Comércio atacadista de produtos do fumo;Região Administrativa Central;     1
1;Comércio atacadista de produtos do fumo;Ribeirão Preto;    -4
1;Comércio atacadista de produtos do fumo;Santos;    -4
1;Comércio atacadista de produtos do fumo;São José dos Campos;    -4
1;Comércio atacadista de produtos do fumo;São Paulo;   -54
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Araçatuba;    -1
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Barretos;    -7
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Bauru;    -1
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Campinas;    17
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Franca;     1
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Marília;     2
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Presidente Prudente;     4
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Região Administrativa Central;    -3
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Ribeirão Preto;    20
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Santos;     3
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;São José do Rio Preto;    11
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;São José dos Campos;     1
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;São Paulo;   138
1;Comércio atacadista de produtos farmacêuticos para uso humano e veterinário;Sorocaba;    25
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Barretos;     1
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Bauru;     1
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Campinas;     8
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Franca;     1
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Itapeva;    -6
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Marília;    -1
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Região Administrativa Central;    -1
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Registro;    -7
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Ribeirão Preto;     3
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;São José do Rio Preto;    -2
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;São José dos Campos;     5
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;São Paulo;    -1
1;Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos;Sorocaba;     4
1;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;Bauru;     2
1;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;Campinas;    18
1;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;Região Administrativa Central;     1
1;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;Ribeirão Preto;    33
1;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;São José dos Campos;    -3
1;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;São Paulo;    23
1;Comércio atacadista de produtos siderúrgicos e metalúrgicos, exceto para construção;Sorocaba;     3
1;Comércio atacadista de resíduos e sucatas;Araçatuba;     2
1;Comércio atacadista de resíduos e sucatas;Barretos;    -1
1;Comércio atacadista de resíduos e sucatas;Bauru;     4
1;Comércio atacadista de resíduos e sucatas;Campinas;   -15
1;Comércio atacadista de resíduos e sucatas;Franca;    13
1;Comércio atacadista de resíduos e sucatas;Itapeva;     6
1;Comércio atacadista de resíduos e sucatas;Marília;     8
1;Comércio atacadista de resíduos e sucatas;Presidente Prudente;     1
1;Comércio atacadista de resíduos e sucatas;Região Administrativa Central;     1
1;Comércio atacadista de resíduos e sucatas;Registro;     2
1;Comércio atacadista de resíduos e sucatas;Ribeirão Preto;    20
1;Comércio atacadista de resíduos e sucatas;Santos;   -20
1;Comércio atacadista de resíduos e sucatas;São José do Rio Preto;    15
1;Comércio atacadista de resíduos e sucatas;São José dos Campos;    22
1;Comércio atacadista de resíduos e sucatas;São Paulo;    92
1;Comércio atacadista de resíduos e sucatas;Sorocaba;    32
1;Comércio atacadista de soja;Araçatuba;     3
1;Comércio atacadista de soja;Barretos;     3
1;Comércio atacadista de soja;Itapeva;    -1
1;Comércio atacadista de soja;Marília;    21
1;Comércio atacadista de soja;Presidente Prudente;    -1
1;Comércio atacadista de soja;Santos;    -3
1;Comércio atacadista de soja;São Paulo;    -9
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;Bauru;     0
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;Campinas;     5
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;Franca;     1
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;Itapeva;    -2
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;Marília;     1
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;Região Administrativa Central;    -1
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;Ribeirão Preto;    -1
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;Santos;    -1
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;São José do Rio Preto;    -4
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;São José dos Campos;     1
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;São Paulo;     5
1;Comércio atacadista de tecidos, artefatos de tecidos e de armarinho;Sorocaba;    -2
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Araçatuba;     3
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Barretos;    -1
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Bauru;    -1
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Campinas;    20
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Itapeva;    -2
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Marília;     2
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Presidente Prudente;     1
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Região Administrativa Central;     2
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Ribeirão Preto;     0
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Santos;    -6
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;São José do Rio Preto;     2
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;São José dos Campos;     9
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;São Paulo;    58
1;Comércio atacadista especializado de materiais de construção não especificados anteriormente e de materiais de construção em geral;Sorocaba;    15
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Araçatuba;    -4
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Bauru;   -10
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Campinas;    19
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Franca;     3
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Marília;    -1
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Presidente Prudente;     2
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Região Administrativa Central;    -1
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Ribeirão Preto;     3
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Santos;     1
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;São José do Rio Preto;   -10
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;São José dos Campos;    -3
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;São Paulo;    70
1;Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente;Sorocaba;    -3
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Araçatuba;     3
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Barretos;     3
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Bauru;    -4
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Campinas;    35
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Franca;    -9
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Itapeva;    -4
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Marília;    -5
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Presidente Prudente;     0
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Região Administrativa Central;    -6
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Registro;     0
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Ribeirão Preto;     4
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Santos;    -1
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;São José do Rio Preto;     3
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;São José dos Campos;     6
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;São Paulo;    51
1;Comércio atacadista especializado em produtos alimentícios não especificados anteriormente;Sorocaba;     7
1;Comércio de peças e acessórios para veículos automotores;Araçatuba;   -25
1;Comércio de peças e acessórios para veículos automotores;Barretos;    21
1;Comércio de peças e acessórios para veículos automotores;Bauru;    53
1;Comércio de peças e acessórios para veículos automotores;Campinas;    19
1;Comércio de peças e acessórios para veículos automotores;Franca;     0
1;Comércio de peças e acessórios para veículos automotores;Itapeva;     5
1;Comércio de peças e acessórios para veículos automotores;Marília;   -33
1;Comércio de peças e acessórios para veículos automotores;Presidente Prudente;    11
1;Comércio de peças e acessórios para veículos automotores;Região Administrativa Central;   -12
1;Comércio de peças e acessórios para veículos automotores;Registro;     1
1;Comércio de peças e acessórios para veículos automotores;Ribeirão Preto;    31
1;Comércio de peças e acessórios para veículos automotores;Santos;    -7
1;Comércio de peças e acessórios para veículos automotores;São José do Rio Preto;    -6
1;Comércio de peças e acessórios para veículos automotores;São José dos Campos;    19
1;Comércio de peças e acessórios para veículos automotores;São Paulo;   -51
1;Comércio de peças e acessórios para veículos automotores;Sorocaba;    53
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Araçatuba;     2
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Barretos;     0
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Bauru;    -5
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Campinas;    25
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Franca;    -2
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Itapeva;    -1
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Marília;     4
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Presidente Prudente;     4
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Região Administrativa Central;    -3
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Registro;     0
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Ribeirão Preto;     6
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Santos;     5
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;São José do Rio Preto;    -3
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;São José dos Campos;    -9
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;São Paulo;    32
1;Comércio por atacado e a varejo de motocicletas, peças e acessórios;Sorocaba;    14
1;Comércio varejista de artigos de óptica;Araçatuba;     3
1;Comércio varejista de artigos de óptica;Barretos;     2
1;Comércio varejista de artigos de óptica;Bauru;   -11
1;Comércio varejista de artigos de óptica;Campinas;    29
1;Comércio varejista de artigos de óptica;Franca;     1
1;Comércio varejista de artigos de óptica;Itapeva;    -1
1;Comércio varejista de artigos de óptica;Marília;    -1
1;Comércio varejista de artigos de óptica;Presidente Prudente;     4
1;Comércio varejista de artigos de óptica;Região Administrativa Central;     2
1;Comércio varejista de artigos de óptica;Registro;    -3
1;Comércio varejista de artigos de óptica;Ribeirão Preto;   -19
1;Comércio varejista de artigos de óptica;Santos;   -13
1;Comércio varejista de artigos de óptica;São José do Rio Preto;   -11
1;Comércio varejista de artigos de óptica;São José dos Campos;     8
1;Comércio varejista de artigos de óptica;São Paulo;  -127
1;Comércio varejista de artigos de óptica;Sorocaba;    -8
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Araçatuba;     3
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Barretos;    -3
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Bauru;     0
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Campinas;    -4
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Franca;   -18
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Itapeva;    -4
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Marília;    -2
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Presidente Prudente;    -3
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Região Administrativa Central;    17
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Registro;    -1
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Ribeirão Preto;    -7
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Santos;   -39
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;São José do Rio Preto;     3
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;São José dos Campos;     2
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;São Paulo;   -23
1;Comércio varejista de artigos de uso doméstico não especificados anteriormente;Sorocaba;    16
1;Comércio varejista de artigos do vestuário e acessórios;Araçatuba;   -71
1;Comércio varejista de artigos do vestuário e acessórios;Barretos;   -33
1;Comércio varejista de artigos do vestuário e acessórios;Bauru;  -128
1;Comércio varejista de artigos do vestuário e acessórios;Campinas; -1338
1;Comércio varejista de artigos do vestuário e acessórios;Franca;   -54
1;Comércio varejista de artigos do vestuário e acessórios;Itapeva;   -34
1;Comércio varejista de artigos do vestuário e acessórios;Marília;  -125
1;Comércio varejista de artigos do vestuário e acessórios;Presidente Prudente;   -62
1;Comércio varejista de artigos do vestuário e acessórios;Região Administrativa Central;  -116
1;Comércio varejista de artigos do vestuário e acessórios;Registro;   -11
1;Comércio varejista de artigos do vestuário e acessórios;Ribeirão Preto;  -153
1;Comércio varejista de artigos do vestuário e acessórios;Santos;  -273
1;Comércio varejista de artigos do vestuário e acessórios;São José do Rio Preto;  -225
1;Comércio varejista de artigos do vestuário e acessórios;São José dos Campos;  -361
1;Comércio varejista de artigos do vestuário e acessórios;São Paulo; -3432
1;Comércio varejista de artigos do vestuário e acessórios;Sorocaba;  -492
1;Comércio varejista de artigos médicos e ortopédicos;Araçatuba;    -1
1;Comércio varejista de artigos médicos e ortopédicos;Barretos;    -2
1;Comércio varejista de artigos médicos e ortopédicos;Bauru;    -1
1;Comércio varejista de artigos médicos e ortopédicos;Campinas;     2
1;Comércio varejista de artigos médicos e ortopédicos;Franca;     0
1;Comércio varejista de artigos médicos e ortopédicos;Marília;     1
1;Comércio varejista de artigos médicos e ortopédicos;Presidente Prudente;     1
1;Comércio varejista de artigos médicos e ortopédicos;Região Administrativa Central;    -1
1;Comércio varejista de artigos médicos e ortopédicos;Ribeirão Preto;    -3
1;Comércio varejista de artigos médicos e ortopédicos;Santos;    -1
1;Comércio varejista de artigos médicos e ortopédicos;São José do Rio Preto;    -1
1;Comércio varejista de artigos médicos e ortopédicos;São José dos Campos;     2
1;Comércio varejista de artigos médicos e ortopédicos;São Paulo;    36
1;Comércio varejista de artigos médicos e ortopédicos;Sorocaba;    -2
1;Comércio varejista de artigos recreativos e esportivos;Araçatuba;   -10
1;Comércio varejista de artigos recreativos e esportivos;Barretos;     1
1;Comércio varejista de artigos recreativos e esportivos;Bauru;   -26
1;Comércio varejista de artigos recreativos e esportivos;Campinas;  -175
1;Comércio varejista de artigos recreativos e esportivos;Franca;   -24
1;Comércio varejista de artigos recreativos e esportivos;Itapeva;    -1
1;Comércio varejista de artigos recreativos e esportivos;Marília;    -6
1;Comércio varejista de artigos recreativos e esportivos;Presidente Prudente;   -12
1;Comércio varejista de artigos recreativos e esportivos;Região Administrativa Central;   -17
1;Comércio varejista de artigos recreativos e esportivos;Registro;    -4
1;Comércio varejista de artigos recreativos e esportivos;Ribeirão Preto;   -30
1;Comércio varejista de artigos recreativos e esportivos;Santos;   -32
1;Comércio varejista de artigos recreativos e esportivos;São José do Rio Preto;    -2
1;Comércio varejista de artigos recreativos e esportivos;São José dos Campos;   -28
1;Comércio varejista de artigos recreativos e esportivos;São Paulo;  -722
1;Comércio varejista de artigos recreativos e esportivos;Sorocaba;   -31
1;Comércio varejista de artigos usados;Araçatuba;    -1
1;Comércio varejista de artigos usados;Bauru;    -2
1;Comércio varejista de artigos usados;Campinas;    -9
1;Comércio varejista de artigos usados;Franca;     2
1;Comércio varejista de artigos usados;Itapeva;     2
1;Comércio varejista de artigos usados;Marília;     2
1;Comércio varejista de artigos usados;Presidente Prudente;    -1
1;Comércio varejista de artigos usados;Região Administrativa Central;    -2
1;Comércio varejista de artigos usados;Registro;     1
1;Comércio varejista de artigos usados;Ribeirão Preto;     1
1;Comércio varejista de artigos usados;São José do Rio Preto;    -1
1;Comércio varejista de artigos usados;São José dos Campos;     1
1;Comércio varejista de artigos usados;São Paulo;    18
1;Comércio varejista de artigos usados;Sorocaba;    -5
1;Comércio varejista de bebidas;Araçatuba;     2
1;Comércio varejista de bebidas;Barretos;   -16
1;Comércio varejista de bebidas;Bauru;   -13
1;Comércio varejista de bebidas;Campinas;   -16
1;Comércio varejista de bebidas;Franca;    -6
1;Comércio varejista de bebidas;Itapeva;    -1
1;Comércio varejista de bebidas;Marília;     3
1;Comércio varejista de bebidas;Presidente Prudente;     6
1;Comércio varejista de bebidas;Região Administrativa Central;   -12
1;Comércio varejista de bebidas;Registro;     0
1;Comércio varejista de bebidas;Ribeirão Preto;    -5
1;Comércio varejista de bebidas;Santos;     7
1;Comércio varejista de bebidas;São José do Rio Preto;    -1
1;Comércio varejista de bebidas;São José dos Campos;    -4
1;Comércio varejista de bebidas;São Paulo;   -62
1;Comércio varejista de bebidas;Sorocaba;     6
1;Comércio varejista de calçados e artigos de viagem;Araçatuba;   -11
1;Comércio varejista de calçados e artigos de viagem;Barretos;    -2
1;Comércio varejista de calçados e artigos de viagem;Bauru;   -78
1;Comércio varejista de calçados e artigos de viagem;Campinas;  -488
1;Comércio varejista de calçados e artigos de viagem;Franca;    -7
1;Comércio varejista de calçados e artigos de viagem;Itapeva;   -32
1;Comércio varejista de calçados e artigos de viagem;Marília;   -21
1;Comércio varejista de calçados e artigos de viagem;Presidente Prudente;   -30
1;Comércio varejista de calçados e artigos de viagem;Região Administrativa Central;   -64
1;Comércio varejista de calçados e artigos de viagem;Registro;    -9
1;Comércio varejista de calçados e artigos de viagem;Ribeirão Preto;   -94
1;Comércio varejista de calçados e artigos de viagem;Santos;  -146
1;Comércio varejista de calçados e artigos de viagem;São José do Rio Preto;   -38
1;Comércio varejista de calçados e artigos de viagem;São José dos Campos;  -193
1;Comércio varejista de calçados e artigos de viagem;São Paulo; -1434
1;Comércio varejista de calçados e artigos de viagem;Sorocaba;  -218
1;Comércio varejista de carnes e pescados - açougues e peixarias;Araçatuba;   -11
1;Comércio varejista de carnes e pescados - açougues e peixarias;Barretos;    -2
1;Comércio varejista de carnes e pescados - açougues e peixarias;Bauru;    24
1;Comércio varejista de carnes e pescados - açougues e peixarias;Campinas;   -53
1;Comércio varejista de carnes e pescados - açougues e peixarias;Franca;    -6
1;Comércio varejista de carnes e pescados - açougues e peixarias;Itapeva;    -3
1;Comércio varejista de carnes e pescados - açougues e peixarias;Marília;   -11
1;Comércio varejista de carnes e pescados - açougues e peixarias;Presidente Prudente;    -9
1;Comércio varejista de carnes e pescados - açougues e peixarias;Região Administrativa Central;   -14
1;Comércio varejista de carnes e pescados - açougues e peixarias;Registro;    -1
1;Comércio varejista de carnes e pescados - açougues e peixarias;Ribeirão Preto;    -1
1;Comércio varejista de carnes e pescados - açougues e peixarias;Santos;    -8
1;Comércio varejista de carnes e pescados - açougues e peixarias;São José do Rio Preto;   -29
1;Comércio varejista de carnes e pescados - açougues e peixarias;São José dos Campos;   -10
1;Comércio varejista de carnes e pescados - açougues e peixarias;São Paulo;  -321
1;Comércio varejista de carnes e pescados - açougues e peixarias;Sorocaba;     1
1;Comércio varejista de combustíveis para veículos automotores;Araçatuba;     6
1;Comércio varejista de combustíveis para veículos automotores;Barretos;     1
1;Comércio varejista de combustíveis para veículos automotores;Bauru;    -9
1;Comércio varejista de combustíveis para veículos automotores;Campinas;   -13
1;Comércio varejista de combustíveis para veículos automotores;Franca;    -7
1;Comércio varejista de combustíveis para veículos automotores;Itapeva;    12
1;Comércio varejista de combustíveis para veículos automotores;Marília;   -10
1;Comércio varejista de combustíveis para veículos automotores;Presidente Prudente;   -23
1;Comércio varejista de combustíveis para veículos automotores;Região Administrativa Central;   -12
1;Comércio varejista de combustíveis para veículos automotores;Registro;    -5
1;Comércio varejista de combustíveis para veículos automotores;Ribeirão Preto;    19
1;Comércio varejista de combustíveis para veículos automotores;Santos;     9
1;Comércio varejista de combustíveis para veículos automotores;São José do Rio Preto;   -36
1;Comércio varejista de combustíveis para veículos automotores;São José dos Campos;    15
1;Comércio varejista de combustíveis para veículos automotores;São Paulo;  -107
1;Comércio varejista de combustíveis para veículos automotores;Sorocaba;     0
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Araçatuba;   -49
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Barretos;    -6
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Bauru;    11
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Campinas;  -108
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Franca;     9
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Itapeva;   -11
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Marília;   -20
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Presidente Prudente;   -16
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Região Administrativa Central;   -18
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Registro;    -1
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Ribeirão Preto;   -13
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Santos;   -37
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;São José do Rio Preto;   -10
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;São José dos Campos;   -22
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;São Paulo;  -220
1;Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal;Sorocaba;   -40
1;Comércio varejista de discos, CDs, DVDs e fitas;Araçatuba;    -1
1;Comércio varejista de discos, CDs, DVDs e fitas;Barretos;    -2
1;Comércio varejista de discos, CDs, DVDs e fitas;Campinas;    -2
1;Comércio varejista de discos, CDs, DVDs e fitas;Marília;    -1
1;Comércio varejista de discos, CDs, DVDs e fitas;Ribeirão Preto;     0
1;Comércio varejista de discos, CDs, DVDs e fitas;São José do Rio Preto;    -2
1;Comércio varejista de discos, CDs, DVDs e fitas;São José dos Campos;    -1
1;Comércio varejista de discos, CDs, DVDs e fitas;São Paulo;    29
